country,locality,yearCollected,eventID,principalInvestigator,samplingProtocol,sampleCollectionDeviceEvent,collectorList,continentOcean,municipality,county,dayCollected,locationID,locationRemarks,decimalLatitude,decimalLongitude,decimalLatitudeEnd,decimalLongitudeEnd,depthOfBottomInMeters,eventEnteredBy,habitat,environmentalMedium,horizontalDatum,island,islandGroup,waterBody,landowner,verbatimLocality,maximumDepthInMeters,maximumElevationInMeters,verbatimElevation,verbatimEventDate,coordinateUncertaintyInMeters,coordinatePrecision,georeferenceProtocol,microHabitat,minimumDepthInMeters,verbatimDepth,minimumElevationInMeters,monthCollected,permitInformation,eventRemarks,stateProvince,taxTeam,timeOfDay,verbatimLatitude,verbatimLongitude,fundingSource,fieldNotes,substratum,earliestEonOrLowestEonothem,latestEonOrHighestEonotheme,earliestEraOrLowestErathem,latestEraOrHighestErathem,earliestPeriodOrLowestSystem,latestPeriodOrHighestSystem,earliestEpochOrLowestSeries,latestEpochOrHighestSeries,earliestAgeOrLowestStage,latestAgeOrHighestStage,lowestBiostratigraphicZone,highestBiostratigraphicZone,geologicalContextID,latestChronometricAge,latestChronometricAgeReferenceSystem,earliestChronometricAge,earliestChronometricAgeReferenceSystem,chronometricAgeID,chronometricAgeProtocol,chronometricAgeUncertaintyMethod,chronometricAgeUncertaintyInYears,verbatimChronometricAge,materialDated,uncalibratedChronometricAge,chronometricAgeDeterminedBy,lithostratigraphicTerms,group,formation,member,bed,culturalContext,culturalOccupationPeriod,culturalRegions,culturalAffiliations,waterTemperatureInDegreesCelsius,waterSurfaceTemperatureInDegreesCelsius,bcid,expeditionCode,projectId
Indonesia,"Ternate Fish Markets, Halmahera",Unknown,d83cd81317fd030f40aaaf1c4febbc2c,Paul Barber,,,,,,,,,,0.790472,127.376368,,,,,Coral Reef,,,,,,,,20,,,,50000,,Google Earth,,0,,,,LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006,,,,,,,NSF OCE-0349177; NSF DEB-0338566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BDH2d83cd81317fd030f40aaaf1c4febbc2c,acalin_CR_PB,1
Indonesia,"Ternate Fish Markets, Halmahera",Unknown,d83cd81317fd030f40aaaf1c4febbc2c,Paul Barber,,,,,,,,,,0.790472,127.376368,,,,,Coral Reef,,,,,,,,20,,,,50000,,Google Earth,,0,,,,LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006,,,,,,,NSF OCE-0349177; NSF DEB-0338566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BJB2d83cd81317fd030f40aaaf1c4febbc2c,ctestr_CR_PB,1
USA,EFBG,2013,d83f546566c8f527c221f7630d4af139,James Derek Hogan,,,,,,,1,,,27.54,-93.36,,,,,,,,,,,,,,,,,,,GPS,,,,,7,FGBNMS-2014-001,,Gulf of Mexico Flower Garden Banks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BYD2d83f546566c8f527c221f7630d4af139,P_volitans_GulfofMexico_mtDNA,1
Indonesia,Adoki Village,2005,d8429483ccf4177938b3dad1907a06ed,Paul Barber,Small ~2cm clip of arm taken with shears. Tube feet extracted.,,Eric Crandall,,,,3,,,-1.142166667,135.9945833,,,,,,,,Biak,,,,,20,,,,500,,GPS,,0,,,4,LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006,,,,,,,NSF OCE-0349177; NSF DEB-0338894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BPd2d8429483ccf4177938b3dad1907a06ed,linlae_COI_EC,1
Solomon Islands,Male Male Island,2010,d84504c523abca1bfeca6f2f2671a19f,Cynthia Riginos,tissue,,Liggins/Keyse,,,,16,,,-8.788563889,158.2522389,,,,,,,,,,,,,3,,,,,,google earth,,3,,,12,The Research Act 1982 (No. 9 of 1982) Research Permit; Solomon Islands Minister for Education and Human Resources Development,photo,Marovo Lagoon,,,,,"""ARC_DP0878306, The Explorers Club Exploration Fund to Liggins""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BJy2d84504c523abca1bfeca6f2f2671a19f,dastri_CR_ll,1
Solomon Islands,Male Male Island,2010,d84504c523abca1bfeca6f2f2671a19f,Cynthia Riginos,tissue,,Liggins/Keyse,,,,16,,,-8.788563889,158.2522389,,,,,,,,,,,,,3,,,,,,google earth,,3,,,12,The Research Act 1982 (No. 9 of 1982) Research Permit; Solomon Islands Minister for Education and Human Resources Development,photo,Marovo Lagoon,,,,,"""ARC_DP0878306, The Explorers Club Exploration Fund to Liggins""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BTK2d84504c523abca1bfeca6f2f2671a19f,pomcoe_CR_ll,1
Indonesia,Alam Kotok,2005,d854af4080d59e2a449d37faf8d2ed77,Paul Barber,Small ~2cm clip of arm taken with shears. Tube feet extracted.,,Eric Crandall,,,,28,,,-5.69965,106.5381167,,,,,,,,Alam Kotok,Pulau_Seribu,,,,20,,,,500,,GPS,,0,,,3,LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006,,,,,,,NSF OCE-0349177; NSF DEB-0338797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BPd2d854af4080d59e2a449d37faf8d2ed77,linlae_COI_EC,1
Indonesia,"""Site 23, SE Pakal, Teluk Buli""",2008,d86c793cdb08f03277ca678f1278acdb,Paul Barber,,,,,,,,,,0.787078,128.336625,,,,,,,,Pulau Pakal,,,,,,,,,3000,,Approximated from Google Maps,,,,,,LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2106,,North Maluku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BNg2d86c793cdb08f03277ca678f1278acdb,Hopsai_COI_PB,1
USA,STET,2013,d87a17a4c078a96d17e05ba1bcc496d3,James Derek Hogan,,,,,,,10,,,27.54,-94.17,,,,,,,,,,,,,,,,,,,GPS,,,,,7,FGBNMS-2014-019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BYD2d87a17a4c078a96d17e05ba1bcc496d3,P_volitans_GulfofMexico_mtDNA,1
Indonesia,Pantai Base G,2005,d88cb40283e5c5a2172175787ebacacd,Paul Barber,Small ~2cm clip of arm taken with shears. Tube feet extracted.,,Eric Crandall,,,,11,,,-2.514666656,140.7388333,,,,,,,,Papua,,,,,20,,,,500,,GPS,,0,,,4,LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006,,,,,,,NSF OCE-0349177; NSF DEB-0338913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BPd2d88cb40283e5c5a2172175787ebacacd,linlae_COI_EC,1
Indonesia,"Manado Fish Market, Manado",2005,d894a33c532106413b4a7d6cdfdc3a3f,P. H. Barber,,,,,,,6,,,1.519447,124.80423,,,,,,,,,,,,,,,,,20000,,approximated from Google Maps,,,,,,"1187/SU/KS/2006, 04239/ SU.3/KS/2095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/EAZ2d894a33c532106413b4a7d6cdfdc3a3f,ctPIRE-Ccun-mtDNA,453
Indonesia,Namatote (Namatota),2006,d897dba4a4b9b5ce59075e152c6e64e6,Paul Barber,,,,,,,,,,-3.791255,133.895107,,,,,,,,Pulau Namatota,,,,,,,,,15000,,Approximated from Google Maps,,,,,,LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2053,,West Papua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BNg2d897dba4a4b9b5ce59075e152c6e64e6,Hopsai_COI_PB,1
Indonesia,Malalayan,2010,d89ff8501dadce088481320d573527b2,Kazuo Nadaoka,tube feet wre taken with tweezers,,Coralie Taquet,,,,,,,1.70405,124.8548889,,,,,Coral Reef,,,,,,,,,,,,5000,,Google Maps,,,,,2,AllPermitInfoAvailable in working files Coralie TAQUET-folderInNadaokaLab,,,,,,,"the Global Environment Research Fund (D-0802) of the Ministry of the Environment, Grant-in-Aid-for Research Fellows (No. 2002528) of JSPS (The Japan Society for the Promotion of Science)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BJN2d89ff8501dadce088481320d573527b2,culnov_CO1_ec,1
Indonesia,Gorontalo,1998,d8d2a1365d254b31f97d53ede2d5a671,Paul Barber,,,,,,,,,,0.486003,122.927361,,,,,,,,Sulawesi,,,,,,,,,160000,,Approximated from Google Maps,,,,,,LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2143,,Gorontalo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BVE2d8d2a1365d254b31f97d53ede2d5a671,Sialae_COI_PB,1
Indonesia,Tanjung Burang,1998,d8daf9f3142c0d9aa88da913e3812eca,Paul Barber,,,,,,,,,,-4.507428,129.943848,,,,,,,,Pulau Banda,,,,,,,,,2000,,Approximated from Google Maps,,,,,,LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2011,,Maluku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BVE2d8daf9f3142c0d9aa88da913e3812eca,Sialae_COI_PB,1
Australia,Flinders Pier,2016,d8dec09e1058a7af8f6570b357ddb9b2,O. Selma Klanten,,,Kristine O'Keefe| John Turnbull,,,,3,,,-38.475521,145.029099,,,,,,,,,,,,,,,,,100,,Google Maps,,,,,11,VIC State Dept PA53 (2016-2018),2 libraries for this individual sequenced and concatenated (2nd barcode GAGTCCA),,,,,,Seaworld Research & Rescue Foundation INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dbt2d8dec09e1058a7af8f6570b357ddb9b2,Phyllopteryx_taeniolatus_RADSEQ_Aus,293
Indonesia,Bunaken-Manado Tua,Unknown,d8e092568c68403c3abef4f3edefe565,Paul Barber,,,,,,,,,,1.603955,124.767993,,,,,Coral Reef,,,,,,,,20,,,,20000,,Google Earth,,0,,,,LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006,,,,,,,NSF OCE-0349177; NSF DEB-0338566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BJB2d8e092568c68403c3abef4f3edefe565,ctestr_CR_PB,1
USA,Pearl and Hermes Atoll,2009,d8e3362bd050e6264825a4c327acc898,Matthew Iacchei,small piece of antenna or leg is broken off,,"""Matt Iacchei, Derek Skillings, Scott Godwin, Anela Choy, Steve Karl, Jon Yeh""",,,,21,,,27.77876667,-175.8885,,,,,coral reef,,,Pearl and Hermes Atoll,Hawaiian Archipelago,,,,15,,,,,,GPS,small cave; overhang; puka or hole in the rock,1,,,6,PMNM-2009-032L,,Hawaii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BRv2d8e3362bd050e6264825a4c327acc898,Panpen_COI_MI,1
Indonesia,"""Tanjung Jerewai, Halmahera""",2005,d91754872fb118bc5ae0715834c786ac,Paul Barber,,,,,,,,,,1.583925,128.69029,,,,,,,,Halmahera,,,,,,,,,2000,,Approximated from Google Maps,,,,,,LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2052,,North Maluku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BVE2d91754872fb118bc5ae0715834c786ac,Sialae_COI_PB,1
USA,WFGB,2013,d920c8d0999baa34bdf091a3810b7714,James Derek Hogan,,,,,,,1,,,27.52,-93.38,,,,,,,,,,,,,,,,,,,GPS,,,,,7,FGBNMS-2014-030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BYD2d920c8d0999baa34bdf091a3810b7714,P_volitans_GulfofMexico_mtDNA,1
Indonesia,Namatote (Namatota),2006,d92e7eb7040bf16bedcc78eb9ccd5aa6,Paul Barber,,,,,,,,,,-3.791255,133.895107,,,,,,,,Pulau Namatota,,,,,,,,,15000,,Approximated from Google Maps,,,,,,LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2058,,West Papua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BNg2d92e7eb7040bf16bedcc78eb9ccd5aa6,Hopsai_COI_PB,1
Indonesia,Murex Resort 2,2005,d93448cef1bc69dcb7f5de3f720c9f38,Paul Barber,Small ~2cm clip of arm taken with shears. Tube feet extracted.,,Eric Crandall,,,,8,,,1.735866694,125.14915,,,,,,,,Bangka,,,,,20,,,,500,,GPS,,0,,,4,LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006,,,,,,,NSF OCE-0349177; NSF DEB-0338888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BPd2d93448cef1bc69dcb7f5de3f720c9f38,linlae_COI_EC,1
Australia,Ningaloo Marine Park,2009,d93550f9a4adbdc90d39fed8b4255e8c,Cynthia Riginos,tissue,,Treml/Riginos,,,,11,,,-23.17458333,113.76485,,,,,,,,,,,,,2,,,,,,GPS,,2,,,6,SF006619/CE002227; WA-DEC,9cm,Western Australia,,,,,ARC_DP0878306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BEX2d93550f9a4adbdc90d39fed8b4255e8c,acatri_A68_ll,1
Australia,Ningaloo Marine Park,2009,d93550f9a4adbdc90d39fed8b4255e8c,Cynthia Riginos,tissue,,Treml/Riginos,,,,11,,,-23.17458333,113.76485,,,,,,,,,,,,,2,,,,,,GPS,,2,,,6,SF006619/CE002227; WA-DEC,9cm,Western Australia,,,,,ARC_DP0878306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BEd2d93550f9a4adbdc90d39fed8b4255e8c,acatri_CO1_CR,1
USA,Hawaii -- Hawaii Island,2003,d93ea0dc4d32f2df7aaa34249293f7aa,Kimberly Andrews,,,,,,,,,,19.8094,-156.0295667,,,,,,,,Hawaii Island,,,,,,,,,,,GPS,,,,,,"""NMFS permits, state permits, & CITES permits""",,Hawaii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BVj2d93ea0dc4d32f2df7aaa34249293f7aa,stelon_CR_ka,1
USA,Hawaii -- Hawaii Island,2003,d93ea0dc4d32f2df7aaa34249293f7aa,Kimberly Andrews,,,,,,,,,,19.8094,-156.0295667,,,,,,,,Hawaii Island,,,,,,,,,,,GPS,,,,,,"""NMFS permits, state permits, & CITES permits""",,Hawaii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BVp2d93ea0dc4d32f2df7aaa34249293f7aa,stelon_CyB_ka,1
USA,Northwest Atlantic -- North Carolina,1976,d94a6274e10307f1ccf1a5a2ec440677,Kimberly Andrews,,,,,,,,,,36.38333333,-75.81666667,,,,,,,,,,,,,,,,,,,GPS,,,,,,"""NMFS permits, state permits, & CITES permits""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BVj2d94a6274e10307f1ccf1a5a2ec440677,stelon_CR_ka,1
USA,Northwest Atlantic -- North Carolina,1976,d94a6274e10307f1ccf1a5a2ec440677,Kimberly Andrews,,,,,,,,,,36.38333333,-75.81666667,,,,,,,,,,,,,,,,,,,GPS,,,,,,"""NMFS permits, state permits, & CITES permits""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BVp2d94a6274e10307f1ccf1a5a2ec440677,stelon_CyB_ka,1
Solomon Islands,Mbelo Mbelo Island,2010,d95152be48803bd3fd9bd31388da9a76,Cynthia Riginos,tissue,,Liggins/Keyse,,,,13,,,-8.387933333,157.5242,,,,,,,,,,,,,5,,,,,,Handheld GPS,,5,,,12,The Research Act 1982 (No. 9 of 1982) Research Permit; Solomon Islands Minister for Education and Human Resources Development,no photo,Roviana Lagoon,,,,,"""ARC_DP0878306, The Explorers Club Exploration Fund to Liggins""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BEE2d95152be48803bd3fd9bd31388da9a76,acapla_CO1_all,1
Papua New Guinea,Kavieng,2011,d962ba51f6729631677eb65e77560fe7,Cynthia Riginos,muscle and frame,,Keyse,,,,27,,,-2.58,150.7702667,,,,,,,,,,,,,4,,,,,,"""Google Earth, not 100% sure of reef patch location""",,4,,,11,research visa no. 10350008304; Dept Env & Conservation/Nat Research Institute,,New Ireland Province,,,,,ARC_DP0878306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BTK2d962ba51f6729631677eb65e77560fe7,pomcoe_CR_ll,1
Australia,Lizard Island,2009,d96466245751cf8b904ec313f1af618c,Cynthia Riginos,gonads,,Treml/Mirams/Aguirre,,,,12,,,-14.69171667,145.4653667,,,,,,,,,,,,,,,,,,,GPS,,,,,4,G09/281114.1 & 118636; GBRMPA & QLD Fisheries,photo on file,Great Barrier Reef,,,,,ARC_DP0878306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BWm2d96466245751cf8b904ec313f1af618c,trigra_CO1_ll,1
Papua New Guinea,Kavieng,2011,d97781c6be73605929b726c9761ae033,Riginos,mantle cutting,,Keyse,,,,25,,,-2.58,150.7702667,,,,,,,,,,,,,1,,,,,,"Google Earth, not 100% sure of reef patch location",,1,,,11,research visa no. 10350008304; Dept Env & Conservation/Nat Research Institute,,New Ireland Province,,,,,ARC_DP0878306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BYk2d97781c6be73605929b726c9761ae033,Tridacnaspecies_variouslocations_COI,1
Indonesia,"Fak Fak Fish Market, Fak Fak, Papua",2006,d9b2803e60cb3f9aa43a6bbf2d28b470,P. H. Barber,,,,,,,19,,,-2.95035,132.270998,,,,,,,,,,,,,,,,,20000,,approximated from Google Maps,,,,,,"1187/SU/KS/2006, 04239/ SU.3/KS/2070",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/EAZ2d9b2803e60cb3f9aa43a6bbf2d28b470,ctPIRE-Ccun-mtDNA,453
Indonesia,"""Tanjung Jerewai, Halmahera""",2005,d9b82fc6742030aed076d8a5f3d75306,Paul Barber,,,,,,,,,,1.583925,128.69029,,,,,,,,Halmahera,,,,,,,,,2000,,Approximated from Google Maps,,,,,,LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2046,,North Maluku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BVE2d9b82fc6742030aed076d8a5f3d75306,Sialae_COI_PB,1
Indonesia,Mayu Island,2005,d9d6333dab8ac492bc7136842274db96,Paul Barber,,,,,,,,,,1.326828,126.385822,,,,,,,,Pulau Mayu (Maju),,,,,,,,,5000,,Approximated from Google Maps,,,,,,LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2012,,North Maluku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BNg2d9d6333dab8ac492bc7136842274db96,Hopsai_COI_PB,1
Indonesia,Bontang,2010,d9f4d77eb42231d6b297b3be264917f5,Kazuo Nadaoka,tube feet wre taken with tweezers,,Coralie Taquet,,,,,,,0.124080556,117.5320778,,,,,Coral Reef,,,Borneo,,,,,,,,,5000,,Google Maps,,,,,2,AllPermitInfoAvailable in working files Coralie TAQUET-folderInNadaokaLab,,,,,,,"the Global Environment Research Fund (D-0802) of the Ministry of the Environment, Grant-in-Aid-for Research Fellows (No. 2002476) of JSPS (The Japan Society for the Promotion of Science)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BJN2d9f4d77eb42231d6b297b3be264917f5,culnov_CO1_ec,1
Indonesia,"""Kararorika Island, Halmahera""",Unknown,da00a5116769a7baf973807e40be0c9e,Paul Barber,,,,,,,,,,2.103916675,127.7863833,,,,,Coral Reef,,,,,,,,20,,,,500,,GPS,,0,,,,LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006,,,,,,,NSF OCE-0349177; NSF DEB-0338566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BFa2da00a5116769a7baf973807e40be0c9e,caecun_CR_PB,1
Indonesia,Nasauleng,2006,da053b5729b281a1504ba9c8c0b8ea1b,Paul Barber,,,,,,,,,,-2.924405,132.246814,,,,,,,,Papua,,,,,,,,,2000,,Approximated from Google Maps,,,,,,LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2083,,West Papua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BNg2da053b5729b281a1504ba9c8c0b8ea1b,Hopsai_COI_PB,1
Indonesia,"Ternate Fish Market, Halmahera",2005,da13fc56b44c670a225b3e817306b37b,P. H. Barber,,,,,,,26,,,0.774489,127.405156,,,,,,,,,,,,,,,,,20000,,approximated from Google Maps,,,,,,"1187/SU/KS/2006, 04239/ SU.3/KS/2098",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/EAZ2da13fc56b44c670a225b3e817306b37b,ctPIRE-Ccun-mtDNA,453
Indonesia,Manado - Murex House Reef,Unknown,da3082111b9a0a50383c6f7e91c884b6,Paul Barber,,,,,,,,,,1.4572,124.76225,,,,,Coral Reef,,,,,,,,20,,,,500,,GPS,,0,,,,LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006,,,,,,,NSF OCE-0349177; NSF DEB-0338566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BEv2da3082111b9a0a50383c6f7e91c884b6,ampper_CR_PB,1
Indonesia,Manado - Murex House Reef,Unknown,da3082111b9a0a50383c6f7e91c884b6,Paul Barber,,,,,,,,,,1.4572,124.76225,,,,,Coral Reef,,,,,,,,20,,,,500,,GPS,,0,,,,LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006,,,,,,,NSF OCE-0349177; NSF DEB-0338566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BNU2da3082111b9a0a50383c6f7e91c884b6,holedu_CO1_PB,1
Indonesia,"Biak Fish Market, Biak, Papua",2005,da329603f2c097c87b77cdb6945fa384,P. H. Barber,,,,,,,19,,,-1.192535,136.037464,,,,,,,,,,,,,,,,,20000,,approximated from Google Maps,,,,,,"1187/SU/KS/2006, 04239/ SU.3/KS/2131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/EAZ2da329603f2c097c87b77cdb6945fa384,ctPIRE-Ccun-mtDNA,453
Indonesia,Malalayan,2010,da87564341d746ca85ad22b3ff538b73,Kazuo Nadaoka,tube feet wre taken with tweezers,,Coralie Taquet,,,,,,,1.70405,124.8548889,,,,,Coral Reef,,,,,,,,,,,,5000,,Google Maps,,,,,2,AllPermitInfoAvailable in working files Coralie TAQUET-folderInNadaokaLab,,,,,,,"the Global Environment Research Fund (D-0802) of the Ministry of the Environment, Grant-in-Aid-for Research Fellows (No. 2002523) of JSPS (The Japan Society for the Promotion of Science)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BJN2da87564341d746ca85ad22b3ff538b73,culnov_CO1_ec,1
Indonesia,Tanjung Karang,2010,da8d269e815876bfcc63fa3f3bb3f0b8,Kazuo Nadaoka,tube feet wre taken with tweezers,,Coralie Taquet,,,,,,,-0.875480556,119.8570111,,,,,Coral Reef,,,,,,,,,,,,5000,,Google Maps,,,,,2,AllPermitInfoAvailable in working files Coralie TAQUET-folderInNadaokaLab,,,,,,,"the Global Environment Research Fund (D-0802) of the Ministry of the Environment, Grant-in-Aid-for Research Fellows (No. 2002666) of JSPS (The Japan Society for the Promotion of Science)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BJN2da8d269e815876bfcc63fa3f3bb3f0b8,culnov_CO1_ec,1
Indonesia,"Pramuka, Seribu",2005,da90140f84789f0b57a590c5fe00e76c,P. H. Barber,,,,,,,29,,,-5.743697,106.61095,,,,,,,,,,,,,,,,,20000,,approximated from Google Maps,,,,,,"1187/SU/KS/2006, 04239/ SU.3/KS/2007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/EAZ2da90140f84789f0b57a590c5fe00e76c,ctPIRE-Ccun-mtDNA,453
,Sri Lanka,1999,dad9a53eecdbc07522b3ba011d1011b9,Marc Kochzius,,,,,,,,,,6.688329,79.908995,,,,,,,,,,,,,,,,,200000,,Google Earth,,,,,,Marine ornamental trade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BTj2dad9a53eecdbc07522b3ba011d1011b9,ptespp_16S_MK,1
,Sri Lanka,1999,dad9a53eecdbc07522b3ba011d1011b9,Marc Kochzius,,,,,,,,,,6.688329,79.908995,,,,,,,,,,,,,,,,,200000,,Google Earth,,,,,,Marine ornamental trade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BTp2dad9a53eecdbc07522b3ba011d1011b9,ptespp_CyB_MK,1
Indonesia,Sebuku2,2005,dade013c6a405bd901d71b22c098fe5c,Paul Barber,Small ~2cm clip of arm taken with shears. Tube feet extracted.,,Eric Crandall,,,,27,,,-5.891516661,105.5022167,,,,,,,,Krakatau,Krakatau,,,,20,,,,500,,GPS,,0,,,3,LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006,,,,,,,NSF OCE-0349177; NSF DEB-0338736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BPd2dade013c6a405bd901d71b22c098fe5c,linlae_COI_EC,1
Saudi Arabia,Yanbu,2014,dade409e84b3b837523568bfe532b639,Michael Berumen,,,,,,,,,,23.54346667,38.22791667,,,,,,,,,,,,,,,,,,,GPS,,,,,,SaudiFishandWildlife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BER2dade409e84b3b837523568bfe532b639,acasoh_CO1_JD,1
,Nihoa,Unknown,db13a5bb34d5f05516322efbd5ca963d,Chris Bird,,,,,,,,,,23.057997,-161.920569,,,,,,,,Nihoa,,,,,,,,,1000,,Approximated from Google Maps,,,,,,"""Hawaii DLNR, Papahanaumokuakea""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BFm2db13a5bb34d5f05516322efbd5ca963d,Celexa_CO1_cb,1
